x,y,layer1,layer2,voltage1,voltage2,current
1608.51,1795.04,L2_-_GND,L3_-_GND,0.00998484,0.00999862,-0.00899347
1608.51,1795.04,L3_-_GND,L4_-_SECONDARY,0.00999862,0.00999862,-6.4264e-15
1608.51,1901.34,L1_-_PRIMARY,L2_-_GND,0.00999034,0.0100258,-0.13123
1608.51,1901.34,L2_-_GND,L3_-_GND,0.0100258,0.010051,-0.0164917
1608.51,1901.34,L3_-_GND,L4_-_SECONDARY,0.010051,0.010051,-6.4264e-15
1612.44,1440.71,L1_-_PRIMARY,L2_-_GND,0.00981657,0.00981657,6.4264e-15
1612.44,1440.71,L2_-_GND,L3_-_GND,0.00981657,0.00979978,0.0109609
1612.44,1440.71,L3_-_GND,L4_-_SECONDARY,0.00979978,0.00979978,-6.4264e-15
1636.07,1334.41,L1_-_PRIMARY,L2_-_GND,0.00984785,0.00984785,6.4264e-15
1636.07,1334.41,L2_-_GND,L3_-_GND,0.00984785,0.00982473,0.0150874
1636.07,1334.41,L3_-_GND,L4_-_SECONDARY,0.00982473,0.00982473,-0
1657.72,1741.89,L1_-_PRIMARY,L2_-_GND,0.010001,0.0100611,-0.222457
1657.72,1741.89,L2_-_GND,L3_-_GND,0.0100611,0.0100998,-0.025296
1657.72,1741.89,L3_-_GND,L4_-_SECONDARY,0.0100998,0.0100998,-6.4264e-15
1657.72,1848.19,L1_-_PRIMARY,L2_-_GND,0.0100232,0.0101136,-0.334769
1657.72,1848.19,L2_-_GND,L3_-_GND,0.0101136,0.0101712,-0.0376039
1657.72,1848.19,L3_-_GND,L4_-_SECONDARY,0.0101712,0.0101712,-6.4264e-15
1717.56,2334.6,L1_-_PRIMARY,L2_-_GND,35.8576,35.8578,-2.48339
1717.56,2334.6,L2_-_GND,L3_-_GND,35.8578,35.8584,-2.48339
1717.56,2334.6,L3_-_GND,L4_-_SECONDARY,35.8584,35.8585,-2.48339
1717.56,2535.39,L1_-_PRIMARY,L2_-_GND,35.8572,35.8573,-2.34158
1717.56,2535.39,L2_-_GND,L3_-_GND,35.8573,35.8579,-2.34158
1717.56,2535.39,L3_-_GND,L4_-_SECONDARY,35.8579,35.858,-2.34158
1710.87,627.714,L1_-_PRIMARY,L2_-_GND,0.00978587,0.00978587,-0
1710.87,627.714,L2_-_GND,L3_-_GND,0.00978587,0.00977566,0.00666411
1710.87,627.714,L3_-_GND,L4_-_SECONDARY,0.00977566,0.00977566,-1.28528e-14
1710.87,745.824,L1_-_PRIMARY,L2_-_GND,0.00981571,0.00981571,6.4264e-15
1710.87,745.824,L2_-_GND,L3_-_GND,0.00981571,0.00980716,0.00558585
1710.87,745.824,L3_-_GND,L4_-_SECONDARY,0.00980716,0.00980716,-1.92792e-14
1710.87,854.092,L1_-_PRIMARY,L2_-_GND,0.00986374,0.00986374,6.4264e-15
1710.87,854.092,L2_-_GND,L3_-_GND,0.00986374,0.009851,0.00831846
1710.87,854.092,L3_-_GND,L4_-_SECONDARY,0.009851,0.009851,-1.28528e-14
1748.27,745.824,L1_-_PRIMARY,L2_-_GND,35.8635,35.8635,-1.31613e-10
1748.27,745.824,L2_-_GND,L3_-_GND,35.8635,35.8635,-1.29873e-10
1748.27,745.824,L3_-_GND,L4_-_SECONDARY,35.8635,35.8635,-1.57935e-10
1748.27,854.092,L1_-_PRIMARY,L2_-_GND,0.101626,0.101626,-1.02822e-13
1748.27,854.092,L2_-_GND,L3_-_GND,0.101626,0.101626,-1.08711e-13
1748.27,854.092,L3_-_GND,L4_-_SECONDARY,0.101626,0.101626,-1.54233e-13
1799.45,1814.72,L1_-_PRIMARY,L2_-_GND,35.862,35.8619,0.0989809
1799.45,1814.72,L2_-_GND,L3_-_GND,35.8619,35.8618,0.0989809
1799.45,1814.72,L3_-_GND,L4_-_SECONDARY,35.8618,35.8617,0.0989809
1799.45,1861.97,L1_-_PRIMARY,L2_-_GND,35.8616,35.8616,0.035379
1799.45,1861.97,L2_-_GND,L3_-_GND,35.8616,35.8615,0.035379
1799.45,1861.97,L3_-_GND,L4_-_SECONDARY,35.8615,35.8615,0.035379
1799.45,1484.01,L1_-_PRIMARY,L2_-_GND,35.8656,35.8655,0.698904
1799.45,1484.01,L2_-_GND,L3_-_GND,35.8655,35.8644,0.698904
1799.45,1484.01,L3_-_GND,L4_-_SECONDARY,35.8644,35.8642,0.698904
1799.45,1531.26,L1_-_PRIMARY,L2_-_GND,35.8651,35.8649,0.64208
1799.45,1531.26,L2_-_GND,L3_-_GND,35.8649,35.8639,0.64208
1799.45,1531.26,L3_-_GND,L4_-_SECONDARY,35.8639,35.8638,0.64208
1799.45,1578.5,L1_-_PRIMARY,L2_-_GND,35.8646,35.8644,0.503292
1799.45,1578.5,L2_-_GND,L3_-_GND,35.8644,35.8636,0.503292
1799.45,1578.5,L3_-_GND,L4_-_SECONDARY,35.8636,35.8635,0.503292
1849.16,866.395,L1_-_PRIMARY,L2_-_GND,0.0102581,0.0102581,6.4264e-15
1849.16,866.395,L2_-_GND,L3_-_GND,0.0102581,0.0102339,0.0158242
1849.16,866.395,L3_-_GND,L4_-_SECONDARY,0.0102339,0.0102339,-6.4264e-15
1850.14,730.568,L1_-_PRIMARY,L2_-_GND,0.0101146,0.0101146,6.4264e-15
1850.14,730.568,L2_-_GND,L3_-_GND,0.0101146,0.0101005,0.00920984
1850.14,730.568,L3_-_GND,L4_-_SECONDARY,0.0101005,0.0101005,-6.4264e-15
1853.59,636.572,L1_-_PRIMARY,L2_-_GND,0.0100985,0.0100985,6.4264e-15
1853.59,636.572,L2_-_GND,L3_-_GND,0.0100985,0.0100819,0.0108467
1853.59,636.572,L3_-_GND,L4_-_SECONDARY,0.0100819,0.0100819,-6.4264e-15
1870.32,1436.77,L1_-_PRIMARY,L2_-_GND,35.8675,35.8671,1.48553
1870.32,1436.77,L2_-_GND,L3_-_GND,35.8671,35.8648,1.48553
1870.32,1436.77,L3_-_GND,L4_-_SECONDARY,35.8648,35.8644,1.48553
1870.32,1484.01,L1_-_PRIMARY,L2_-_GND,35.8663,35.8661,1.02997
1870.32,1484.01,L2_-_GND,L3_-_GND,35.8661,35.8645,1.02997
1870.32,1484.01,L3_-_GND,L4_-_SECONDARY,35.8645,35.8642,1.02997
1870.32,1531.26,L1_-_PRIMARY,L2_-_GND,35.8653,35.8651,0.756912
1870.32,1531.26,L2_-_GND,L3_-_GND,35.8651,35.864,0.756912
1870.32,1531.26,L3_-_GND,L4_-_SECONDARY,35.864,35.8638,0.756912
1870.32,1578.5,L1_-_PRIMARY,L2_-_GND,35.8646,35.8644,0.522725
1870.32,1578.5,L2_-_GND,L3_-_GND,35.8644,35.8636,0.522725
1870.32,1578.5,L3_-_GND,L4_-_SECONDARY,35.8636,35.8635,0.522725
1870.32,1814.72,L1_-_PRIMARY,L2_-_GND,35.862,35.8619,0.0679017
1870.32,1814.72,L2_-_GND,L3_-_GND,35.8619,35.8618,0.0679017
1870.32,1814.72,L3_-_GND,L4_-_SECONDARY,35.8618,35.8618,0.0679017
1870.32,1861.97,L1_-_PRIMARY,L2_-_GND,35.8616,35.8616,0.015318
1870.32,1861.97,L2_-_GND,L3_-_GND,35.8616,35.8616,0.015318
1870.32,1861.97,L3_-_GND,L4_-_SECONDARY,35.8616,35.8616,0.015318
1874.25,1385.59,L1_-_PRIMARY,L2_-_GND,35.8676,35.8672,1.36249
1874.25,1385.59,L2_-_GND,L3_-_GND,35.8672,35.8652,1.36249
1874.25,1385.59,L3_-_GND,L4_-_SECONDARY,35.8652,35.8648,1.36249
1918.35,2334.6,L1_-_PRIMARY,L2_-_GND,35.8578,35.8579,-2.39012
1918.35,2334.6,L2_-_GND,L3_-_GND,35.8579,35.8586,-2.39012
1918.35,2334.6,L3_-_GND,L4_-_SECONDARY,35.8586,35.8587,-2.39012
1918.35,2535.39,L1_-_PRIMARY,L2_-_GND,35.8573,35.8574,-2.35791
1918.35,2535.39,L2_-_GND,L3_-_GND,35.8574,35.858,-2.35791
1918.35,2535.39,L3_-_GND,L4_-_SECONDARY,35.858,35.8581,-2.35791
1941.18,1531.26,L1_-_PRIMARY,L2_-_GND,35.8659,35.8656,1.07682
1941.18,1531.26,L2_-_GND,L3_-_GND,35.8656,35.864,1.07682
1941.18,1531.26,L3_-_GND,L4_-_SECONDARY,35.864,35.8637,1.07682
1941.18,1578.5,L1_-_PRIMARY,L2_-_GND,35.8645,35.8644,0.504971
1941.18,1578.5,L2_-_GND,L3_-_GND,35.8644,35.8636,0.504971
